session,project_code,session_message,session_note,event_date,event_date_(pst),event_site,life_stage,brood_year,migration_year,spawn_year,release_site,rkm_mask,rkm_ext,release_temp,release_date,release_date_(pst),tagger,organization,capture_method,mark_method,mark_temp,hold_temp,file_title,species,hatchery_site,run,stock,rearing_type,raceway/transect,close_date
NA,SA,NA,NA,7/20/2011 5:12,NA,BEARVC,NA,10,12,NA,BEARVC,522.303.319.170,13,NA,7/20/2011 8:15,NA,ACHORD S,NMFS,SHOCK,HAND,10,10,SA11201.BV1,NA,,NA,,NA,,7/20/2011 8:09
NA,SA,NA,NA,7/20/2011 8:10,NA,BEARVC,NA,10,12,NA,BEARVC,522.303.319.170,13,NA,7/21/2011 4:50,NA,ACHORD S,NMFS,SHOCK,HAND,10,11,SA11201.BV2,NA,,NA,,NA,,7/20/2011 9:21
NA,SA,NA,NA,7/18/2012 5:56,NA,BEARVC,NA,11,13,NA,BEARVC,522.303.319.170,13,NA,7/19/2012 5:00,NA,ACHORD S,NMFS,SHOCK,HAND,11,11,SA12200.BV1,NA,,NA,,NA,,8/19/2012 11:14
NA,SA,NA,NA,7/18/2012 7:15,NA,BEARVC,NA,11,13,NA,BEARVC,522.303.319.170,13,NA,7/18/2012 10:00,NA,ACHORD S,NMFS,SHOCK,HAND,11,13,SA12200.BV2,NA,,NA,,NA,,7/18/2012 9:42
NA,GAA,NA,NA,8/11/2013 6:35,NA,BEARVC,NA,12,14,NA,BEARVC,522.303.319.170,13,NA,8/11/2013 9:00,NA,LAMB J,NMFS,SHOCK,HAND,11.7,12.2,GAA13223.BV1,NA,,NA,,NA,,9/17/2013 14:33
NA,GAA,NA,NA,8/7/2014 5:30,NA,BEARVC,NA,13,15,NA,BEARVC,522.303.319.170,13,NA,8/7/2014 9:06,NA,LAMB J,NMFS,SHOCK,HAND,13,13.7,GAA14219.BV3,NA,,NA,,NA,,9/10/2014 10:39
NA,GAA,NA,NA,8/9/2015 6:56,NA,BEARVC,NA,,16,NA,BEARVC,522.303.319.170,13,NA,8/9/2015 11:30,NA,ARIOUS V,NMFS,SHOCK,HAND,10.5,NA,GAA15221.BV3,NA,,NA,,NA,,8/9/2015 12:19
GAA-2021-216-001,GAA,Day2 Shock,NA,8/4/2021 6:00,8/4/2021 5:00,BEARVC,Juvenile,NA,2022,NA,BEARVC,522.303.319.170,13,11.5,8/4/2021 11:00,8/4/2021 10:00,ARIOUS V,NMFS,SHOCK,HAND,12.5,NA,gaa-2021-216-001.csv,NA,NA,NA,NA,NA,NA,NA
GAA-2022-203-001,GAA,24Hr Hold,NA,7/22/2022 8:09,7/22/2022 7:09,BEARVC,Juvenile,NA,2023,NA,BEARVC,522.303.319.170,13,11.5,7/23/2022 7:00,7/23/2022 6:00,ARIOUS V,NMFS,SHOCK,HAND,11.5,NA,gaa-2022-203-001.csv,NA,NA,NA,NA,NA,NA,NA
GAA-2022-203-002,GAA,NA,NA,7/22/2022 8:51,7/22/2022 7:51,BEARVC,Juvenile,NA,2023,NA,BEARVC,522.303.319.170,13,11.5,7/23/2022 7:00,7/23/2022 6:00,ARIOUS V,NMFS,SHOCK,HAND,11.5,NA,gaa-2022-203-002.csv,NA,NA,NA,NA,NA,NA,NA
GAA-2022-204-001,GAA,Day2,NA,7/23/2022 9:27,7/23/2022 8:27,BEARVC,Juvenile,NA,2023,NA,BEARVC,522.303.319.170,13,14,7/23/2022 13:00,7/23/2022 12:00,ARIOUS V,NMFS,SHOCK,HAND,12,NA,gaa-2022-204-001.csv,NA,NA,NA,NA,NA,NA,NA
NA,SA,NA,NA,8/2/1991 5:22,NA,BEARVC,NA,90,92,NA,BEARVC,522.303.319.170,14,NA,8/2/1991 12:00,NA,ACHORD S,NMFS,SHOCK,AUTO,12.5,13.5,SA91214.BV1,1,,1,,W,,8/2/1991 7:09
NA,SA,NA,NA,7/31/1992 7:13,NA,BEARVC,NA,91,93,NA,BEARVC,522.303.319.170,14,NA,7/31/1992 11:10,NA,WALTERS T,NMFS,SHOCK,HAND,14.5,15,SA92213.BV3,1,,1,,W,,7/31/1992 8:03
NA,SA,NA,NA,7/29/1993 9:10,NA,BEARVC,NA,92,94,NA,BEARVC,522.303.319.170,14,NA,7/29/1993 10:45,NA,ACHORD S,NMFS,MTRAP,HAND,13,13.5,SA93210.BV1,1,,1,,W,,7/29/1993 9:29
NA,SA,NA,NA,7/29/1994 7:38,NA,BEARVC,NA,93,95,NA,BEARVC,522.303.319.170,14,NA,7/29/1994 9:30,NA,ACHORD S,NMFS,BSEINE,HAND,15.5,NA,SA94210.BV2,1,,1,,W,,7/29/1994 8:31
NA,SA,NA,NA,7/29/1994 8:32,NA,BEARVC,NA,93,95,NA,BEARVC,522.303.319.170,14,NA,7/29/1994 9:30,NA,ACHORD S,NMFS,BSEINE,HAND,15.5,NA,SA94210.BV3,1,,1,,W,,7/29/1994 9:19
NA,SA,NA,NA,7/29/1994 9:20,NA,BEARVC,NA,93,95,NA,BEARVC,522.303.319.170,14,NA,7/29/1994 10:30,NA,ACHORD S,NMFS,SHOCK,HAND,15.5,NA,SA94210.BV4,1,,1,,W,,7/29/1994 9:50
NA,SA,NA,NA,8/9/2000 8:01,NA,BEARVC,NA,99,1,NA,BEARVC,522.303.319.170,14,NA,8/9/2000 12:00,NA,ACHORD S,NMFS,SHOCK,HAND,12.5,NA,SA00222.BV1,NA,,NA,,NA,,8/18/2000 11:12
NA,SA,NA,NA,8/9/2000 10:37,NA,BEARVC,NA,99,1,NA,BEARVC,522.303.319.170,14,NA,8/9/2000 12:00,NA,ACHORD S,NMFS,SHOCK,HAND,14.5,NA,SA00222.BV2,NA,,NA,,NA,,8/18/2000 11:17
NA,SA,NA,NA,8/10/2000 7:17,NA,BEARVC,NA,99,1,NA,BEARVC,522.303.319.170,14,NA,8/11/2000 6:30,NA,ACHORD S,NMFS,SHOCK,HAND,12,NA,SA00223.BV2,NA,,NA,,NA,,8/18/2000 11:25
NA,SA,NA,NA,7/27/2001 9:57,NA,BEARVC,NA,0,2,NA,BEARVC,522.303.319.170,14,NA,7/26/2001 13:00,NA,HODGE J,NMFS,SHOCK,HAND,13.5,16,SA01208.BV1,NA,,NA,,NA,,7/27/2001 11:44
NA,SA,NA,NA,7/25/2002 5:07,NA,BEARVC,NA,1,3,NA,BEARVC,522.303.319.170,14,NA,7/25/2002 10:00,NA,ACHORD S,NMFS,SHOCK,HAND,12.5,13,SA02206.BV1,NA,,NA,,NA,,7/25/2002 9:22
NA,AAB,NA,NA,7/23/2004 6:43,NA,BEARVC,NA,3,5,NA,BEARVC,522.303.319.170,14,NA,7/23/2004 8:15,NA,HODGE J,IDFG,BSEINE,HAND,12.5,13,AAB04205.BV1,NA,,NA,,NA,,7/23/2004 8:06
NA,SA,NA,NA,7/23/2004 5:53,NA,BEARVC,NA,3,5,NA,BEARVC,522.303.319.170,14,NA,7/23/2004 8:15,NA,HODGE J,NMFS,BSEINE,HAND,12.5,13.5,SA04205.BV1,NA,,NA,,NA,,7/23/2004 11:42
NA,SA,NA,NA,7/27/2006 8:28,NA,BEARVC,NA,5,7,NA,BEARVC,522.303.319.170,14,NA,7/28/2006 4:15,NA,ACHORD S,NMFS,SHOCK,HAND,14,15,SA06208.BV2,NA,,NA,,NA,,7/28/2006 5:44
NA,SA,NA,NA,7/27/2007 8:21,NA,BEARVC,NA,6,8,NA,BEARVC,522.303.319.170,14,NA,7/28/2007 6:45,NA,ACHORD S,NMFS,SHOCK,HAND,14,14,SA07208.BV2,NA,,NA,,NA,,7/27/2007 10:27
NA,SA,NA,NA,7/21/2010 7:33,NA,BEARVC,NA,9,11,NA,BEARVC,522.303.319.170,14,NA,7/22/2010 5:30,NA,ACHORD S,NMFS,SHOCK,HAND,10,13,SA10202.BV2,NA,,NA,,NA,,7/22/2010 5:35
GAA-2019-215-001,GAA,Bear Valley Day 2,NA,8/3/2019 8:00,8/3/2019 7:00,BEARVC,Juvenile,NA,2020,NA,BEARVC,522.303.319.170,14,14,8/3/2019 12:00,8/3/2019 11:00,ARIOUS V,NMFS,SHOCK,HAND,11.5,0,gaa-2019-215-001.csv,NA,NA,NA,NA,NA,NA,NA
NA,SA,NA,24H HOLD,8/2/1990 8:26,NA,BEARVC,NA,89,91,NA,BEARVC,522.303.319.170,15,11.5,8/3/1990 9:40,NA,STEVE ACHORD,NMFS,SHOCK,AUTO,14.5,NA,SA90214.BV2,1,NA,1,NA,W,,8/2/1990 9:27
NA,SA,NA,NA,8/2/1991 7:09,NA,BEARVC,NA,90,92,NA,BEARVC,522.303.319.170,15,NA,8/2/1991 14:00,NA,ACHORD S,NMFS,SHOCK,AUTO,13.5,16,SA91214.BV2,1,,1,,W,,8/2/1991 10:30
NA,SA,NA,NA,7/31/1992 8:06,NA,BEARVC,NA,91,93,NA,BEARVC,522.303.319.170,15,NA,8/1/1992 6:40,NA,ACHORD S,NMFS,SHOCK,HAND,15,NA,SA92213.BV4,NA,NA,NA,NA,NA,NA,7/31/1992 9:47
NA,SA,NA,NA,7/29/1993 10:59,NA,BEARVC,NA,92,94,NA,BEARVC,522.303.319.170,15,NA,7/30/1993 8:00,NA,ACHORD S,NMFS,SHOCK,HAND,13.5,13.5,SA93210.BV3,1,,1,,W,,7/29/1993 12:51
NA,SA,NA,NA,7/30/1998 7:45,NA,BEARVC,NA,97,99,NA,BEARVC,522.303.319.170,15,NA,7/30/1998 12:00,NA,ACHORD S,NMFS,SHOCK,HAND,11,13,SA98211.BV1,NA,NA,NA,NA,NA,NA,7/30/1998 11:15
NA,SA,NA,NA,7/28/1999 7:56,NA,BEARVC,NA,98,0,NA,BEARVC,522.303.319.170,15,NA,7/29/1999 6:45,NA,ACHORD S,NMFS,SHOCK,HAND,12.5,NA,SA99209.BV2,NA,,NA,,NA,,9/3/1999 7:51
NA,SA,NA,NA,8/10/2000 6:23,NA,BEARVC,NA,99,1,NA,BEARVC,522.303.319.170,15,NA,8/11/2000 7:00,NA,ACHORD S,NMFS,SHOCK,HAND,12,NA,SA00223.BV1,NA,,NA,,NA,,8/30/2000 11:22
NA,SA,NA,NA,7/28/2001 5:39,NA,BEARVC,NA,0,2,NA,BEARVC,522.303.319.170,15,NA,7/28/2001 12:00,NA,HODGE J,NMFS,SHOCK,HAND,12,12.5,SA01209.BV1,NA,,NA,,NA,,7/28/2001 7:02
NA,SA,NA,NA,7/24/2003 6:00,NA,BEARVC,NA,2,4,NA,BEARVC,522.303.319.170,15,NA,7/25/2003 4:15,NA,ACHORD S,NMFS,BSEINE,HAND,14,16,SA03205.BV1,NA,,NA,,NA,,7/24/2003 9:11
NA,SA,NA,,8/3/1990 7:08,NA,BEARVC,NA,89,91,NA,BEARVC,522.303.319.170,16,11.5,8/3/1990 10:10,NA,STEVE ACHORD,NMFS,SHOCK,AUTO,11.5,NA,SA90215.BV1,1,NA,1,NA,W,,8/2/1990 8:13
NA,SA,NA,NA,7/30/1993 7:24,NA,BEARVC,NA,92,94,NA,BEARVC,522.303.319.170,16,NA,7/30/1993 8:45,NA,ACHORD S,NMFS,SHOCK,HAND,12,12,SA93211.BV1,1,,1,,W,,7/30/1993 7:49
NA,SA,NA,NA,7/30/1993 9:02,NA,BEARVC,NA,92,94,NA,BEARVC,522.303.319.170,17,NA,7/30/1993 11:00,NA,ACHORD S,NMFS,SHOCK,HAND,12,13.5,SA93211.BV2,1,,1,,W,,7/30/1993 11:31
NA,SA,NA,NA,7/30/1993 11:32,NA,BEARVC,NA,92,94,NA,BEARVC,522.303.319.170,18,NA,7/30/1993 12:20,NA,ACHORD S,NMFS,SHOCK,HAND,13.5,14.5,SA93211.BV3,1,,1,,W,,7/30/1993 12:23
NA,AAB,NA,NA,7/28/2001 7:03,NA,BEARVC,NA,0,2,NA,BEARVC,522.303.319.170,18,NA,7/28/2001 9:30,NA,HAMILTON D,IDFG,SHOCK,HAND,12,13,AAB01209.BV1,NA,,NA,,NA,,7/28/2001 8:38
NA,SA,NA,NA,7/28/2001 8:39,NA,BEARVC,NA,0,2,NA,BEARVC,522.303.319.170,18,NA,7/28/2001 10:00,NA,HAMILTON D,NMFS,SHOCK,HAND,13,15.5,SA01209.BV2,NA,,NA,,NA,,7/28/2001 11:30
NA,AAB,NA,NA,7/29/2001 9:15,NA,BEARVC,NA,0,2,NA,BEARVC,522.303.319.170,19,NA,7/29/2001 11:00,NA,HODGE J,IDFG,SHOCK,HAND,12.5,13.2,AAB01210.BV1,NA,,NA,,NA,,7/29/2001 9:56
NA,SA,NA,NA,7/29/2001 7:27,NA,BEARVC,NA,0,2,NA,BEARVC,522.303.319.170,19,NA,7/29/2001 11:00,NA,ACHORD S,NMFS,SHOCK,HAND,11,12.5,SA01210.BV1,NA,,NA,,NA,,7/29/2001 9:58
NA,SA,NA,,8/4/1990 6:01,NA,BEARVC,NA,89,91,NA,BEARVC,522.303.319.170,,16,8/4/1990 11:45,NA,STEVE ACHORD,NMFS,SHOCK,AUTO,12,NA,SA90216.BV1,1,NA,1,NA,W,,8/4/1990 6:35
NA,GAA,NA,NA,8/5/2016 6:31,NA,BEARVC,NA,16,17,NA,ELKC,522.303.319.170.014,1,NA,8/6/2016 6:40,NA,ARIOUS V,NMFS,BSEINE,HAND,12,NA,GAA16218.EK1,NA,,NA,,NA,,8/31/2016 11:57
NA,GAA,NA,NA,8/5/2016 7:54,NA,BEARVC,NA,16,17,NA,ELKC,522.303.319.170.014,1,NA,8/5/2016 9:15,NA,ARIOUS V,NMFS,BSEINE,HAND,12,NA,GAA16218.EK2,NA,,NA,,NA,,8/31/2016 11:56
NA,GAA,NA,NA,8/5/2016 10:32,NA,BEARVC,NA,16,17,NA,ELKC,522.303.319.170.014,1,NA,8/5/2016 11:00,NA,ARIOUS V,NMFS,SHOCK,HAND,13,NA,GAA16218.EK3,NA,,NA,,NA,,8/31/2016 11:56
NA,SA,NA,NA,8/21/2003 10:10,NA,BIGC,NA,2,4,NA,BIG2C,522.303.319.029,8,NA,8/22/2003 6:45,NA,ACHORD S,NMFS,SHOCK,HAND,14.5,14.5,SA03233.LB1,NA,,NA,,NA,,8/21/2003 15:21
NA,SA,NA,NA,8/13/2007 6:58,NA,BIGC,NA,6,8,NA,BIG2C,522.303.319.029,8,NA,8/14/2007 5:00,NA,ACHORD S,NMFS,SHOCK,HAND,11,14,SA07225.LB1,NA,,NA,,NA,,8/13/2007 10:24
NA,SA,NA,NA,8/28/1999 9:05,NA,BIGC,NA,98,0,NA,BIG2C,522.303.319.029,9,NA,8/29/1999 8:30,NA,ACHORD S,NMFS,SHOCK,HAND,14,NA,SA99240.LB1,NA,,NA,,NA,,9/3/1999 7:06
NA,AAB,NA,NA,8/17/2004 8:02,NA,BIGC,NA,3,5,NA,BIG2C,522.303.319.029,9,NA,8/17/2004 12:00,NA,HODGE J,IDFG,SHOCK,HAND,15,16,AAB04230.LB1,NA,,NA,,NA,,8/17/2004 12:44
NA,SA,NA,NA,8/17/2004 9:28,NA,BIGC,NA,3,5,NA,BIG2C,522.303.319.029,9,NA,8/17/2004 12:00,NA,HODGE J,NMFS,SHOCK,HAND,15,15,SA04230.LB2,NA,,NA,,NA,,8/20/2004 6:59
NA,SA,NA,NA,8/13/2007 10:25,NA,BIGC,NA,6,8,NA,BIG2C,522.303.319.029,9,NA,8/13/2007 11:00,NA,ACHORD S,NMFS,SHOCK,HAND,11.5,11.5,SA07225.LB2,NA,,NA,,NA,,8/13/2007 12:26
NA,GAA,NA,NA,8/25/2015 9:28,NA,BIGC,NA,15,16,NA,BIG2C,522.303.319.029,9,NA,8/25/2015 11:00,NA,ARIOUS V,NMFS,SHOCK,HAND,11,NA,GAA15237.LB2,NA,,NA,,NA,,8/26/2015 7:03
NA,SA,NA,NA,8/29/1999 5:08,NA,BIGC,NA,98,0,NA,BIG2C,522.303.319.029,10,NA,8/29/1999 13:30,NA,ACHORD S,NMFS,SHOCK,HAND,12,NA,SA99241.LB1,NA,,NA,,NA,,9/3/1999 7:11
NA,SA,NA,NA,8/29/1999 8:05,NA,BIGC,NA,98,0,NA,BIG2C,522.303.319.029,10,NA,8/29/1999 13:30,NA,MCINTYRE K,NMFS,SHOCK,HAND,12.5,NA,SA99241.LB3,NA,,NA,,NA,,9/3/1999 7:20
NA,AAB,NA,NA,8/21/2003 10:26,NA,BIGC,NA,2,4,NA,BIG2C,522.303.319.029,10,NA,8/21/2003 15:30,NA,ACHORD S,IDFG,SHOCK,HAND,14.5,15.5,AAB03233.LB1,NA,,NA,,NA,,8/21/2003 15:00
NA,SA,NA,NA,8/21/2003 11:06,NA,BIGC,NA,2,4,NA,BIG2C,522.303.319.029,10,NA,8/21/2003 15:30,NA,ACHORD S,NMFS,SHOCK,HAND,14.5,15.5,SA03233.LB2,NA,,NA,,NA,,8/21/2003 15:23
NA,SA,NA,NA,8/17/2004 6:19,NA,BIGC,NA,3,5,NA,BIG2C,522.303.319.029,10,NA,8/18/2004 3:30,NA,HODGE J,NMFS,SHOCK,HAND,15,15,SA04230.LB1,NA,,NA,,NA,,8/17/2004 9:19
NA,AAB,NA,NA,8/22/2005 8:35,NA,BIGC,NA,4,6,NA,BIG2C,522.303.319.029,10,NA,8/23/2005 8:30,NA,ACHORD S,IDFG,SHOCK,HAND,14.5,16,AAB05234.LB1,NA,,NA,,NA,,8/22/2005 13:10
NA,SA,NA,NA,8/22/2005 8:25,NA,BIGC,NA,4,6,NA,BIG2C,522.303.319.029,10,NA,8/23/2005 8:30,NA,ACHORD S,NMFS,SHOCK,HAND,14.5,14.5,SA05234.LB1,NA,,NA,,NA,,8/25/2005 13:04
NA,SA,NA,NA,8/22/2005 9:27,NA,BIGC,NA,4,6,NA,BIG2C,522.303.319.029,10,NA,8/23/2005 8:30,NA,ACHORD S,NMFS,SHOCK,HAND,15,16,SA05234.LB2,NA,,NA,,NA,,8/22/2005 13:07
NA,SA,NA,NA,8/22/2005 11:12,NA,BIGC,NA,4,6,NA,BIG2C,522.303.319.029,10,NA,8/23/2005 8:30,NA,ACHORD S,NMFS,SHOCK,HAND,15,16,SA05234.LB3,NA,,NA,,NA,,8/22/2005 13:09
NA,AAB,NA,NA,8/11/2006 7:59,NA,BIGC,NA,5,7,NA,BIG2C,522.303.319.029,10,NA,8/12/2006 6:30,NA,ACHORD S,IDFG,SHOCK,HAND,14,16,AAB06223.LB1,NA,,NA,,NA,,8/11/2006 12:30
NA,SA,NA,NA,8/11/2006 7:43,NA,BIGC,NA,5,7,NA,BIG2C,522.303.319.029,10,NA,8/12/2006 6:30,NA,ACHORD S,NMFS,SHOCK,HAND,14,14,SA06223.LB1,NA,,NA,,NA,,8/11/2006 8:56
NA,SA,NA,NA,8/11/2006 8:56,NA,BIGC,NA,5,7,NA,BIG2C,522.303.319.029,10,NA,8/12/2006 6:30,NA,ACHORD S,NMFS,SHOCK,HAND,14,16,SA06223.LB2,NA,,NA,,NA,,8/11/2006 12:28
NA,KAA,NA,NA,8/13/2007 8:35,NA,BIGC,NA,6,8,NA,BIG2C,522.303.319.029,10,NA,8/14/2007 6:00,NA,ACHORD S,IDFG,SHOCK,HAND,11,13,KAA07225.LB1,NA,,NA,,NA,,8/14/2007 7:55
NA,KAA,NA,NA,8/14/2007 7:58,NA,BIGC,NA,6,8,NA,BIG2C,522.303.319.029,10,NA,8/14/2007 9:45,NA,ACHORD S,IDFG,SHOCK,HAND,11,12,KAA07226.LB1,NA,,NA,,NA,,8/14/2007 11:25
NA,SA,NA,NA,8/14/2007 7:56,NA,BIGC,NA,6,8,NA,BIG2C,522.303.319.029,10,NA,8/14/2007 9:45,NA,ACHORD S,NMFS,SHOCK,HAND,11,12,SA07226.LB1,NA,,NA,,NA,,8/14/2007 11:21
NA,KAA,NA,NA,8/17/2008 8:16,NA,BIGC,NA,7,9,NA,BIG2C,522.303.319.029,10,NA,8/18/2008 6:00,NA,APPERSON K,IDFG,SHOCK,HAND,13,14,KAA08230.LB1,NA,,NA,,NA,,8/17/2008 10:41
NA,SA,NA,NA,8/17/2008 8:02,NA,BIGC,NA,7,9,NA,BIG2C,522.303.319.029,10,NA,8/18/2008 6:00,NA,ACHORD S,NMFS,SHOCK,HAND,13,14,SA08230.LB1,NA,,NA,,NA,,8/17/2008 10:38
NA,SA,NA,NA,8/12/2009 7:16,NA,BIGC,NA,8,10,NA,BIG2C,522.303.319.029,10,NA,8/13/2009 6:30,NA,ACHORD S,NMFS,SHOCK,HAND,13,15,SA09224.LB1,NA,,NA,,NA,,8/12/2009 11:27
NA,KAA,NA,NA,9/1/2010 7:30,NA,BIGC,NA,9,11,NA,BIG2C,522.303.319.029,10,NA,9/2/2010 7:30,NA,APPERSON K,IDFG,SHOCK,HAND,10.4,12.2,KAA10244.LB1,NA,,NA,,NA,,9/1/2010 10:49
NA,SA,NA,NA,9/1/2010 5:32,NA,BIGC,NA,9,11,NA,BIG2C,522.303.319.029,10,NA,9/2/2010 11:30,NA,ACHORD S,NMFS,SHOCK,HAND,10.4,12.6,SA10244.LB1,NA,,NA,,NA,,9/1/2010 10:44
NA,KAA,NA,NA,8/31/2011 7:30,NA,BIGC,NA,10,12,NA,BIG2C,522.303.319.029,10,NA,9/1/2011 10:00,NA,ACHORD S,IDFG,SHOCK,HAND,13,13,KAA11243.LB1,NA,,NA,,NA,,9/1/2011 11:31
NA,KAA,NA,NA,9/1/2011 7:05,NA,BIGC,NA,10,12,NA,BIG2C,522.303.319.029,10,NA,9/1/2011 11:40,NA,ACHORD S,IDFG,SHOCK,HAND,11.5,12,KAA11244.LB1,NA,,NA,,NA,,9/1/2011 11:30
NA,SA,NA,NA,8/31/2011 7:16,NA,BIGC,NA,10,12,NA,BIG2C,522.303.319.029,10,NA,9/1/2011 10:00,NA,ACHORD S,NMFS,SHOCK,HAND,13,13,SA11243.LB1,NA,,NA,,NA,,9/1/2011 11:37
NA,SA,NA,NA,9/1/2011 6:40,NA,BIGC,NA,10,12,NA,BIG2C,522.303.319.029,10,NA,9/1/2011 11:40,NA,ACHORD S,NMFS,SHOCK,HAND,11.5,14,SA11244.LB1,NA,,NA,,NA,,9/1/2011 11:35
NA,KAA,NA,NA,8/28/2012 7:21,NA,BIGC,NA,11,13,NA,BIG2C,522.303.319.029,10,NA,8/29/2012 6:00,NA,ACHORD S,IDFG,SHOCK,HAND,12.5,15.3,KAA12241.LB1,NA,,NA,,NA,,8/29/2012 7:36
NA,KAA,NA,NA,8/29/2012 5:11,NA,BIGC,NA,11,13,NA,BIG2C,522.303.319.029,10,NA,8/29/2012 7:45,NA,ACHORD S,IDFG,SHOCK,HAND,12.5,12.5,KAA12242.LB1,NA,,NA,,NA,,8/29/2012 7:34
NA,SA,NA,NA,8/28/2012 7:03,NA,BIGC,NA,11,13,NA,BIG2C,522.303.319.029,10,NA,8/29/2012 6:00,NA,ACHORD S,NMFS,SHOCK,HAND,12.5,15.3,SA12241.LB1,NA,,NA,,NA,,8/29/2012 6:32
NA,SA,NA,NA,8/29/2012 5:12,NA,BIGC,NA,11,13,NA,BIG2C,522.303.319.029,10,NA,8/29/2012 6:00,NA,ACHORD S,NMFS,SHOCK,HAND,12.5,12.5,SA12242.LB1,NA,,NA,,NA,,8/29/2012 7:40
NA,SA,NA,NA,8/29/2012 6:19,NA,BIGC,NA,11,13,NA,BIG2C,522.303.319.029,10,NA,8/29/2012 7:45,NA,ACHORD S,NMFS,SHOCK,HAND,12.2,12.5,SA12242.LB2,NA,,NA,,NA,,8/29/2012 7:39
NA,GAA,NA,NA,8/27/2013 7:06,NA,BIGC,NA,12,14,NA,BIG2C,522.303.319.029,10,NA,8/28/2013 8:10,NA,LAMB J,NMFS,SHOCK,HAND,12.9,15.5,GAA13239.LB1,NA,,NA,,NA,,9/4/2013 10:13
NA,GAA,NA,NA,8/28/2013 6:11,NA,BIGC,NA,12,14,NA,BIG2C,522.303.319.029,10,NA,8/28/2013 9:10,NA,LAMB J,NMFS,SHOCK,HAND,12.9,12.9,GAA13240.LB1,NA,,NA,,NA,,9/4/2013 10:15
NA,KAA,NA,NA,8/27/2013 7:42,NA,BIGC,NA,12,14,NA,BIG2C,522.303.319.029,10,NA,8/28/2013 8:10,NA,LAMB J,IDFG,SHOCK,HAND,12.9,15.5,KAA13239.LB1,NA,,NA,,NA,,9/4/2013 10:14
NA,KAA,NA,NA,8/28/2013 6:26,NA,BIGC,NA,12,14,NA,BIG2C,522.303.319.029,10,NA,8/21/2013 9:10,NA,LAMB J,IDFG,SHOCK,HAND,12.9,12.9,KAA13240.LB1,NA,,NA,,NA,,9/4/2013 10:16
NA,GAA,NA,NA,8/23/2016 9:30,NA,BIGC,NA,16,17,NA,BIG2C,522.303.319.029,10,NA,8/24/2016 8:00,NA,ARIOUS V,NMFS,SHOCK,HAND,11,NA,GAA16236.LB1,NA,,NA,,NA,,9/26/2016 10:47
GAA-2017-231-001,GAA,Lower Big 24 hr hold,NA,8/19/2017 8:00,8/19/2017 7:00,BIGC,Juvenile,NA,2018,NA,BIG2C,522.303.319.029,10,14.5,8/20/2017 11:15,8/20/2017 10:15,ARIOUS V,NMFS,SHOCK,HAND,12.8,NA,gaa-2017-231-001.csv,NA,NA,NA,NA,NA,NA,NA
GAA-2017-231-002,GAA,Lower Big Creek day 1,NA,8/19/2017 8:00,8/19/2017 7:00,BIGC,Juvenile,NA,2018,NA,BIG2C,522.303.319.029,10,14.5,8/20/2017 11:15,8/20/2017 10:15,ARIOUS V,NMFS,SHOCK,HAND,12.8,NA,gaa-2017-231-002.csv,NA,NA,NA,NA,NA,NA,NA
GAA-2017-232-001,GAA,Lower Big Creek day 2,NA,8/20/2017 8:00,8/20/2017 7:00,BIGC,Juvenile,NA,2018,NA,BIG2C,522.303.319.029,10,14.5,8/20/2017 11:15,8/20/2017 10:15,ARIOUS V,NMFS,SHOCK,HAND,12.1,NA,gaa-2017-232-001.csv,NA,NA,NA,NA,NA,NA,NA
GAA-2018-237-001,GAA,Lower Big Creek Day 1,NA,8/25/2018 8:00,8/25/2018 7:00,BIGC,Juvenile,NA,2018,NA,BIG2C,522.303.319.029,10,14,8/25/2018 12:30,8/25/2018 11:30,ARIOUS V,NMFS,SHOCK,HAND,12,NA,gaa-2018-237-001.csv,NA,NA,NA,NA,NA,NA,NA
GAA-2019-237-001,GAA,24 hr hold,NA,8/25/2019 8:00,8/25/2019 7:00,BIGC,Juvenile,NA,2020,NA,BIG2C,522.303.319.029,10,12,8/26/2019 6:00,8/26/2019 5:00,ARIOUS V,NMFS,SHOCK,HAND,12,NA,gaa-2019-237-001.csv,NA,NA,NA,NA,NA,NA,NA
GAA-2019-237-002,GAA,file 2,NA,8/25/2019 8:00,8/25/2019 7:00,BIGC,Juvenile,NA,2020,NA,BIG2C,522.303.319.029,10,15,8/25/2019 12:15,8/25/2019 11:15,ARIOUS V,NMFS,SHOCK,HAND,12,NA,gaa-2019-237-002.csv,NA,NA,NA,NA,NA,NA,NA
NA,AAB,NA,NA,8/23/2005 7:40,NA,BIGC,NA,4,6,NA,BIG2C,522.303.319.029,11,NA,8/23/2005 9:45,NA,ACHORD S,IDFG,SHOCK,HAND,13,14,AAB05235.LB1,NA,,NA,,NA,,8/23/2005 10:27
NA,SA,NA,NA,8/23/2005 7:14,NA,BIGC,NA,4,6,NA,BIG2C,522.303.319.029,11,NA,8/23/2005 9:45,NA,ACHORD S,NMFS,SHOCK,HAND,13,14,SA05235.LB1,NA,,NA,,NA,,8/23/2005 10:25
NA,AAB,NA,NA,8/12/2006 7:47,NA,BIGC,NA,5,7,NA,BIG2C,522.303.319.029,11,NA,8/12/2006 11:00,NA,ACHORD S,IDFG,SHOCK,HAND,13,15,AAB06224.LB1,NA,,NA,,NA,,8/12/2006 11:47
